"","X","length","mercury"
"159",159,58.4163047146345,4.14756712094698
"160",160,55.5470226768196,3.78106938433008
"161",161,56.1448851131488,3.81399736078975
"162",162,49.205067944879,3.54989923754274
"163",163,47.3540004695129,3.64524532085855
"164",164,71.2616036352694,4.59971743857877
"165",165,57.4224915873276,3.74707901529364
"166",166,62.1352221402359,4.12504802735691
"167",167,55.9603358235843,3.77157791754636
"168",168,62.6522462131046,4.32872768170716
"169",169,59.0423740814422,3.7736394109906
"170",170,68.2168182715793,4.91065971306228
"171",171,55.5637445843513,3.58214133339803
"172",172,63.7544960736943,4.24413806492431
"173",173,66.1837324062539,4.24846795226698
"174",174,60.0916806328525,3.46621864053543
"175",175,62.7623642003264,4.38452460356237
"176",176,53.9111021077541,4.02837588562214
"177",177,48.8291657691227,3.17726406496562
"178",178,65.2076691812624,3.88408494486153
"179",179,63.7396414167991,4.08085832216766
"180",180,53.8256788399041,4.07838821521051
"181",181,48.9040144791378,3.63776976081525
"182",182,55.4688331682202,3.69269494578709
"183",183,58.3861407751916,3.9832052222354
"184",184,72.1841021610289,4.74155018881471
"185",185,50.8321817722344,3.7851302407167
"186",186,70.3062038795782,4.55407299261424
"187",187,69.7008006103479,4.45487629236678
"188",188,69.5117985671955,4.85229552688077
"189",189,63.2562811387046,4.4504020045194
"190",190,65.5600414825627,4.63177203399975
"191",191,56.0624765078415,3.90934070299751
"192",192,66.8211357001505,4.2435180477367
"193",193,38.7605726333479,3.16550781537624
"194",194,57.4226814677194,3.89946458199368
"195",195,70.5421139387644,4.57196248164065
"196",196,53.1821298380669,3.58516067621428
"197",197,54.4738779744374,3.95341562848699
"198",198,65.8254417939164,4.65386018728089
"199",199,51.4760006819894,3.56127399275106
"200",200,70.4061426876626,4.89031670885543
"201",201,55.6732729303075,3.63482647522673
"202",202,49.8058431692857,3.80472001425168
"203",203,54.7825611299336,3.96070088011331
"204",204,78.7269635259156,4.98303574078193
"205",205,53.0677829136389,3.42966563190166
"206",206,55.793334170405,3.62634169470801
"207",207,59.5748805963399,4.06244084437834
"208",208,69.9447311824174,4.31422383826918
"209",209,74.7345660964786,4.67238649755085
"210",210,36.5658916180388,2.97446769484653
"211",211,56.8117743543181,4.15984004359528
"212",212,74.4051597396037,4.74225697390427
"213",213,58.4516712682103,3.86525778517296
"214",214,67.4487708378572,4.30872151823325
"215",215,65.8894128123258,4.14340006192546
"216",216,52.2957593973399,3.81046344346804
"217",217,54.6184266895586,4.02849213979051
"218",218,58.3157253765401,4.28815033263046
"219",219,62.6454777195066,4.08675938030328
"220",220,57.4278008011331,4.16657421737616
"221",221,78.4073933653232,5.00557350939632
"222",222,56.4487304856056,4.13487078720041
"223",223,39.0906872002861,3.12971568736684
"224",224,55.402871743335,3.59155744447721
"225",225,40.7264881250002,3.05675484394897
"226",226,66.1323963784526,4.11302277107426
"227",227,57.8177455323411,3.96173212250647
"228",228,48.2470858120685,3.26364792493255
"229",229,70.1155001923905,4.46614699015193
"230",230,77.8425098713938,5.25318447708165
"231",231,55.2443863816029,3.68729548696056
"232",232,45.80471232773,3.43609382997658
"233",233,75.185523860304,4.7143878415321
"234",234,43.4778514721571,3.42943610902897
"235",235,53.377894144869,3.57890470558363
"236",236,67.4778863619361,4.31817682173343
"237",237,58.7917815478361,4.17469723910747
"238",238,47.2266009897164,3.38500174670475
"239",239,68.65259640916,4.30791561804791
"240",240,59.4127937006435,4.13111195270393
"241",241,52.5807806102535,3.97865481056257
"242",242,44.3807882610043,3.40043095466486
"243",243,52.4642621904786,3.39980085602745
"244",244,71.5586632805396,4.71421222798544
"245",245,73.7607650995673,4.87498515458876
"246",246,43.0099070235798,3.4187738750176
"247",247,54.4600475499941,3.4489252337716
"248",248,47.9981032420772,3.45672130453041
"249",249,56.837373199492,4.16239350609265
"250",250,51.1920817682552,4.11268734124426
"251",251,59.1329801616205,3.81237572913932
"252",252,58.9859531242865,4.19779011156065
"253",253,68.3579704971157,4.38952479027004
"254",254,52.0090699525136,3.49124942739564
"255",255,70.3804386816475,4.9404626735192
"256",256,46.124856876691,3.54941760655735
"257",257,67.5978609414342,4.59237303394967
"258",258,50.8280067802217,3.33277055009198
"259",259,63.0618664985618,4.37984521014335
"260",260,54.4825615207332,3.72784632652576
"261",261,65.832973892932,4.29840179977891
"262",262,48.9964802481307,3.53946985270532
"263",263,55.0877010037736,4.03193034757159
"264",264,62.9845793380876,4.18586622371968
"265",265,62.4878149585551,4.00034518385501
"266",266,63.5863942862682,4.19760663465853
"267",267,63.4050707488291,4.1438146638086
"268",268,66.8012202797354,4.5361763850387
"269",269,65.7046526593529,4.10675333988613
"270",270,62.7427462743343,4.63695611320003
"271",271,54.3272415435478,3.52031618135786
"272",272,42.3621056238637,3.17451854243278
"273",273,61.9778201816112,4.03817234103484
"274",274,73.345719159054,4.1289205668455
"275",275,61.3036398125825,4.31158838417518
"276",276,46.9877131831862,3.68220643939375
"277",277,54.2460041995038,3.44810598648468
"278",278,36.3887659842407,2.44313978501045
"279",279,55.4923836870774,3.66849543568158
"280",280,56.4164607631125,4.20792731137093
"281",281,49.1621927262156,3.65067867316915
"282",282,41.8763231022747,3.01306944248982
"283",283,52.6408131308887,3.69593884002025
"284",284,59.2176308017569,4.09322662085111
"285",285,59.7738545575073,4.23221387998034
"286",286,60.3968207050762,4.05860383388914
"287",287,54.9993543501585,3.71980397935731
"288",288,52.4447295668382,3.99894207686291
"289",289,53.0614410831904,3.94066000174369
"290",290,56.0889612042493,4.15821802008409
"291",291,36.0495706757594,2.90869541139341
"292",292,47.7356513124845,3.2892438283534
"293",293,43.39924347232,3.39744135732484
"294",294,58.2843385038098,3.9425474337982
"295",295,74.0846304869023,4.74908830904754
"296",296,73.7181868502923,4.61196352682555
"297",297,64.8524955260197,4.4723465060661
"298",298,57.0926638239013,4.21722128878013
"299",299,73.7467577888356,4.67481184809337
"300",300,68.1069621078694,4.77535767986577
